name,address1,address2,address3,city,pincode,tel1,tel2,mobile
Medicure Chemists & Druggists,"Walkeshwar Road,",Malabar Hill,,Mumbai,400006,23698149,,
Medisafe Chemist,"#11, Kakad Arcade,","Shop #33, Opposite Bombay Hospital,",Marine Lines,Mumbai,400020,22073084,,9870267727
Medonath Medical Stores,"Mathai Mansion,","St. John Baptist Road, Near John Baptist,",Bandra West,Mumbai,400050,26511386,,
Meena Medical and General Store,"Sohini Building,","Dasharathlal Joshi Road,",Vile Parle West,Mumbai,400056,26179880,56962583,
Meena Medicals,"Ekta Apartment, Shop #6,","L.B.S. Marg,",Mulund West,Mumbai,400080,25909404,,9820811699
Meet Medical,"#64-D, Vakola Pipe Line, ","Santacruz East, Opposite Rose Garden Apartments,",Santacruz East,Mumbai,400055,26685708,,9892130976
Meeth Medical & General Stores,"#212, Futnani Building, Shop #3,","R.A. Kidwai Road, Wadala (West),",Wadala,Mumbai,400031,24140774,,
Megha Chemist,"#1/B, Shree Gokul Co-operative Housing Society,","Brindavan Complex, Shop #4, Thane (W), Near ICICI ATM,",Thane H.O.,Mumbai,400601,25301323,25409965,
Meghdoot Medicals,"New #284/6, Rameshwar Bhavan,","King Circle, Near Kalpana Hospital,",Sion,Mumbai,400022,24095266,,
Mehak Medical & General Stores,"#G-1, Pinky Apartment,","S.G. Barve Marg, Kurla (West),",Kurla West,Mumbai,400070,25033624,,9869699190
Mehta Medical Stores,"New #13, ","Kastur Maharashtraal Street, Near Patel Travels,",Sion,Mumbai,400022,24071180,,
Mehta Medical Stores,"Maruti Tower, Shop #303,","G.K. Marg,",Delisle Road,Mumbai,400013,24909777,,
Mehta Medico,"Ashirwad Hospital Building, ","Shop #2, Near Daulat Nagar,",Kopri Colony,Mumbai,400603,25323266,,
Melrose Trading Company Private Limited,"Jitendra Estate, Shop #A/2,","Andheri Kurla Road, Opposite Sangam Cinema,",Chakala,Mumbai,400093,56924670,33946860,
Memon Chemist & General Provision Store,"Baniyan Street, Pydhonie,","Near I.R. Road,",Mandvi,Mumbai,400003,23459492,,9867352256
Memon Medical Store,"Madina House,","Oshiwara Garden Road,",Jogeshwari West,Mumbai,400102,26789337,,
Metro Chemist,"Arya Samaj Building,","Nehru Road,.",Mulund West,Mumbai,400080,25620015,,
Metro Chemist,"Shop #6, Ground Floor,","J.S. Marg, Near Vijay Nagri,",Thane H.O.,Mumbai,400601,67992556,40122264,
Metro Chemists Medical And General Store,"J.N. Road,","Opposite Arya Samaj,",Mulund West,Mumbai,400080,25939006,,
Metro Chemsit & General Stores,"#B-6, S.M. Road,","Mistry Park, Antop Hill (East),",Antop Hill,Mumbai,400037,24179460,,9322279137
Metro Medical and General Stores,"New #5, Roll View Apartment,","Station Road, Opposite Railway Station,",Bhayander East,Mumbai,401105,28045658,28146717,
Metro Medical Store,"#151, Hirji Bhograj Road,","R.B. Marg, Ghodapdev, Near Shaheed Bhagat Singh Maidan,",Parel Tank Road,Mumbai,400033,23752986,,
Metro Medicals,"Sagpal Khimji Building,","Shop #1, R.R.T. Road,",Mulund West,Mumbai,400080,25620376,,
Mewa Medical Centre,"Gymkhana Bl,","Rabodi Street Road,",Thane H.O.,Mumbai,400601,25303896,,
Mgm Medical College Kamothe,"Mgm Medical College,","Sector 18 Road,",Mandvi,Mumbai,400003,27426407,,
Mh State Chemist,"Safalya Building,","B Parulekar Marg,",Bhavani Shankar Road,Mumbai,400028,24310017,,
Milan Chemist,"#132, Vishwakarma Prasad, Shop #3,","J.P. Road, Opposite Bombay Bazar,",Andheri West,Mumbai,400058,26774729,,9819104951
Milan Medical And General Stores,"#109-B, Janki Niwas, Shop #2,","Opposite Central Bank of India,",Bhavani Shankar Road,Mumbai,400028,24370723,66619986,
Milan Medical Centre,"Ghatkopar Road,",Ghatkopar West,,Mumbai,400086,25120759,,
Milan Medical Store,"#2, Maharaja Apartmentm,","Swami Vivekanand Road, Opposite Telephone Exchange,",Malad West,Mumbai,400064,28821621,28821624,
Milan Medical Stores,"Jawahar Nagar,","Goregaon Road,",Goregaon West,Mumbai,400062,28770346,,
Milap,"#134, Matapakhadi Road,","Next To Jeet Punjab Hotel,",Mazgaon,Mumbai,400010,23739135,55389646,
Milap Medicine,"Ground Floor,","Mumbai Pune Road,",Borivali East,Mumbai,400066,28709657,,9892581883
Milap Medico,"Milap Apartment,","Shop #5, S.V. Road, Opposite Goraswadi,",Malad West,Mumbai,400064,28063201,28648445,
Mili Medical and General Stores,"New #16, Latif Building,","Dr. Ambedkar Road, Near Aroma Hotel,",Dadar East,Mumbai,400014,24114888,,
Millennium Chemist,"Deewan Prakash Building, Sir Balchandra Road,","Near Indian Education School,",Dadar East,Mumbai,400014,24110179,,
Minerva Medical Stores,"Mangaldas Road,",Kalbadevi,,Mumbai,400002,22015364,,
Mira Chemist and Druggists,"Shanti Park,","Opposite Poonam Complex,",Mira Road,Mumbai,401107,28555576,,
Mis Kadambari Medicals,"#6, Bhan Bai Niwas, M.G. Road, Mulund West,","Opposite Mulund Station,",Mulund West,Mumbai,400080,25918073,,
Mittal,"Sea Glimpse Building, Shop #1,","J.P. Road, 7 Bungalows, Andheri (West), Near Canara Bank,",Versova,Mumbai,400061,26343947,26342077,
Mobje Medical,"Anand Commercial, S.V. Road,","Opposite H.P. Petrol Pump,",Santa Cruz West,Mumbai,400054,26494746,,
Model Chemists,"Mapla Mahal,","B. Jaikar Marg, Near Police Chowki,",Khetwadi,Mumbai,400004,23854139,23824727,
Modern Chemists,"Michael Villa,","A.S. Gaya Marg, Near Sitladevi Temple,",Mahim,Mumbai,400016,24465890,,
Modern Chemists,"4th Floor,","Opposite Crofat Market,",Mandvi,Mumbai,400003,23449482,,
Modern Distributors,"#56/3,",Sion,,Mumbai,400022,66662165,,
Modern Drug House,"#6, Dadar Department Stores,","Dadar Road, B.S. Road,",Bhavani Shankar Road,Mumbai,400028,56856932,24225179,
Modern General Stores,"Jay Apartment, Shop #7,","Nehru Road,.",Santa Cruz East,Mumbai,400055,26134152,,
Modern General Stores,"Shop #6, Kakaji Nagar,","Opposite Railway Station,",Goregaon West,Mumbai,400062,28724217,,
Modern Medical and General Store,"New #S/1/17, Sunder Nagar, S.V. Road,","Near MTNL Tower,",Malad West,Mumbai,400064,28725255,28767466,
Modern Medical Stores,"Church Road,",J.B. Nagar,,Mumbai,400059,28250106,,
Modern Medical and General Store,"New #S/1/17, Sunder Nagar, S.V. Road,","Near MTNL Tower,",Malad West,Mumbai,400064,28725255,28767466,
Modern Medical Stores,"Church Road,",J.B. Nagar,,Mumbai,400059,28250106,,
Modern Medicals Stores,"Dhiraj Arcade,","Pali Naka, Bandra (West),",Bandra West,Mumbai,400050,26400590,32451591,
Modern Pharmacy,"Shop #1, Ground Floor, Narayan Nagar Co-operative Housing Society,","Near Janata Sahakari Bank,",Vile Parle East,Mumbai,400057,26143171,,
Modern S.T.R.,"Dhiraj Arcade, Ground Floor,","Palinaka Road, Near Panjab&Maharastra bank,",Bandra West,Mumbai,400050,32451591,,
Modren Medical Stores,"Shop #2, Kurla West,","Opposite Prabha Hospital,",Kurla West,Mumbai,400070,26505545,,
Mohamedali Maganbhai Medical & General Stores,"#43, Mawani Mansion, Shop #8,","Jail Road East, Dongri,",Chinch Bunder,Mumbai,400009,23719061,,
Mohammadi Stores,"#B/8,","Rustom Sidhwa Marg, Fort,",Mumbai G.P.O.,Mumbai,400001,22613149,55798309,9224427928
Mohan Chemists & General Store,"Krishnakunj,","Lallubhai Park Road,",Andheri West,Mumbai,400058,26206474,,
Mohan Medical & General Store,"Shop #3, Ground Floor,","Opposite Bon Bon Footwear,",Andheri West,Mumbai,400053,26356071,,
Mohar Medical Agencies,"Rameshwar Building.,","Rameshwar Building Road,",Chembur,Mumbai,400071,25260308,,
Mohar Medical and General Stores,"Vijay Vihar Society,","Sion Trombay Road, Near R K Studio,",Chembur,Mumbai,400071,25227469,,
Monarch Medical,"Sharma Estate,","S.V. Road, Below Mallika Hospital,",Jogeshwari East,Mumbai,400060,56769507,,
Monarch Mefico,"Mishra House,  ","Shop #13, 1st Floor,",Khar,Mumbai,400052,26483642,,
Monica Chemist,"#139, Vasant Niwas,","J.P. Road, Andheri (W),",Andheri West,Mumbai,400058,26774567,,
Monish Medical & General Stores,"Monish Medical & General Stores,","Shop #5, Mith Bunder Road, Chendani, Near Siddhi Vinayak Mandir,",Kopri Colony,Mumbai,400603,25326439,,
Moon Chemists,"Mangal Smruti, Shop #5,","Khar Danda Road, 14th Road Junction,",Khar,Mumbai,400052,26048246,,
Moon Light,"Shop #3972, S.M. Road, Antop Hill,","Opposite Halima Tower,",Antop Hill,Mumbai,400037,69519433,,9867435844
Mother Pharma,"#58,","Mohammed Ali Road,",Mandvi,Mumbai,400003,23470229,23459939,
Motoshri Medical & General Stores,"Shopping Centre Building, Shop #5,","Aronoday Nagar, Near Sambhji Ground,",Mulund East,Mumbai,400081,26990498,,9323819880
Mount Medical Stores,"Mascarenhas Road,",Mazgaon,,Mumbai,400010,23710915,,
Mount Medical Stores,"New #4, St. John Baptist Road,","Near Barista Coffee,",Bandra West,Mumbai,400050,26402662,26408892,
Mount Medico,"Barkat Ali Marg, Wadala (E),",Antop Hill,,Mumbai,400037,24179599,,
Mourya Pharmacy,"Surve Chawl,","Gaondevi Road, Near Maurya Hall,",Bhandup West,Mumbai,400078,25968573,,
Mrutyunjaya Medico,"Suraj Building, Shop #18,","Elphinstone Road,",Delisle Road,Mumbai,400013,24223359,,
Mtnl Medical Help Desk,"East Wing Road,",Bhavani Shankar Road,,Mumbai,400028,24385977,,
Mukesh Chemist,"B.D.D. Chawl,","Shop #109/3,5,",Worli,Mumbai,400018,24950035,,
Mukesh Medical & General Stores,"Shop #198/1/1, ","Subhash Nagar, N.G. Acharya Marg, Chembur (East), Opposite Building No-56,",Chembur,Mumbai,400071,25214882,69518021,
Mukesh Medical & General Stores,"Kusum Apartments, Shop #5,","Wamanrao Sawant Road, Opp. Ram Krishna Hotel,",Dahisar,Mumbai,400068,28282242,,9322243548
Mukesh Medicals,"New #15, Kamal Apartments,","Shankar Lane, Near Om Palace,",Kandivali West,Mumbai,400067,28081937,,
Mukund Medical and General Stores,"New #13, Mukund Nagar Society,","Marol Pipe Line, Andheri Kurla Road, Opposite Leela Hotel,",Prabhadevi,Mumbai,400025,28371104,,
Mukund Medical and General Stores,"New #9, Rajeshri Tower,","Kalbad, Near Ganesh Talkies,",Thane H.O.,Mumbai,400601,25479174,,
Mumbadevi Medical & General Stores,"#F.N.G. 65-6/9,","Panchshila Nagar, B.A.D. Road, Wadala (E),",Antop Hill,Mumbai,400037,24119624,,
Mumbai Chemist,"Society Nagar, M.G. Road,"," Near Dharavi Hospital,",Dharavi,Mumbai,400017,24049122,,
Mumbai Hospital Chemist,"#11, Kakad Arcade,","Shop #29, Opposite Bombay Hospital,",Marine Lines,Mumbai,400020,22036722,31047368,
Mumbai Medical & General Stores,"Dosti Estate, Dosti Jupiter Building,","Shop #5, S.M. Road, Wadala (E),",Antop Hill,Mumbai,400037,24179567,,
Mumbai Medico,"New #13/A, Tardeo Road, Groundant Road,","Near Bhatia Hospital,",Grant Road,Mumbai,400007,23804641,,
Mumbaui Aushadh Bhandar,"#8, Latif, Dr. Ambedkar Road (East),","Opposite Shinde Wadi,",Dadar East,Mumbai,400014,24136072,,
Mummy Medical,"#P/12, 8, 1st Floor, Siddharth Nagar,","Near Sheetal Nagar,",Mira Road,Mumbai,401107,26909750,,9324112885
Mundada Medical And General Stores,"Bazar Peth,","Mahavir Prabhu Chowk, Kalyan (W),",Kalyan,Mumbai,421301,22201809,,
Municipal Corpn Medical Officer,"Mun Maternity Home,","N Pai Marg,",Mazgaon,Mumbai,400010,23775102,,
Mutual Traders,"New #B-57, Vashi,","Near APMC Market,",Navi Mumbai,Mumbai,400705,27651082,,
My Chemist,"Pradeep Building, Shop #403/L,","Sion Trombay Road, Near R K Studio,",Chembur,Mumbai,400071,25281787,,
N M Medical Centre,"Summer Ville,","Shop #14, Khar Road,",Khar,Mumbai,400052,26001168,,
N M Medical Centre,"Mehta House,","Pandit Ramabai Road,",Grant Road,Mumbai,400007,23678014,,
N M Medical Centre,"Shyam Sunder Appartment,","27Th Road,",Bandra West,Mumbai,400050,26403363,,
N. Arvind and Company,"New #61, Kerawala Building, Mangaldas Marg,","Opposite Ashoka Shopping Centre,",Kalbadevi,Mumbai,400002,22064305,,
N/E Zone Chemists Educationl & Welfare,"Samarpan Blod Bank,","Hingawala Lane Road,",Rajawadi,Mumbai,400077,25100100,,
Nagesh Homeo Pharmacy,"New #786, Somaiya Chambers,","S.V. Road, Near Elite Hospital,",Malad West,Mumbai,400064,26852037,,
Nagori Medical & General Stores,"#249, Ripon House, Shop #7,","Maulana Azad Road, Nagpada Junction, Opp. Bombay Mercantile Bank,",Mumbai Central,Mumbai,400008,23098543,,
Nagrik Chemist,"Station Road, Govandi (E),",Deonar,,Mumbai,400088,25553460,,9892565998
Nair Medico,"# 22/23, Shop # 2/3,","Dr. A.B. Nair Road, Agripada, Near Nair Hospital,",Jacob Circle,Mumbai,400011,23091186,,
Nakoda Chemist,"Alaknanda Building, Shop #5/6,","Dattani Park, Western Express Highway,",Kandivali East,Mumbai,400101,28862304,28846353,
Nakoda Medical & General Stores,"#35/47, Kapadia Building, Shop #39, Ground Floor,","Love Lane,",Mazgaon,Mumbai,400010,23701715,,9892989014
Nakoda Medico,"Bilakhadi Chambers, Shop #5,","Tadwadi, St. Mary's Road,",Mazgaon,Mumbai,400010,23770803,,
Nakoda Medical & General Stores,"#35/47, Kapadia Building,  ","Shop #39, Ground Floor, Love Lane,",Mazgaon,Mumbai,400010,23701715,,9892989014
Nandani Medicals & General Stores,"#D-3, New M.M.R.D.A. Colony,","Kokari Agar, Sion , Koliwada,",Antop Hill,Mumbai,400037,24036963,,
Nandu Medical and Gen Stores,"#2-3, Sagar Deep Building,","Road No. 4, Mamlatdar Wadi, Near Kendriya Vidyalaya,",Malad West,Mumbai,400064,28816700,,
Nandu Stores (Chemist),"Gopal Bhavan,","LBS Marg,",Ghatkopar West,Mumbai,400086,25152823,,
Nanjivan Chemist,"Navjivan Chemist,","L Jagmohandas Marg,",Cumbala Hill,Mumbai,400026,23642164,,
Naresh Medical & General Stores,"Bhanu Co-operative Housing Society,","Shop #5 & 7, Khopat, Pokharan Road No. 1,",Thane H.O.,Mumbai,400601,25479989,,
Narish Medicals Provision Stores,"#14, Maharaja Apartments, S.V Road,","Opposite Telephone Exchange,",Malad West,Mumbai,400064,28822752,,
Nate Stores,"#3,","Opposite Ganesh Cinema,",Parel,Mumbai,400012,24709565,,
Nathoda Medicals,"Shop #6,","Near Villambri Appartments,",Chinch Bunder,Mumbai,400009,25372295,,
National And General Stores,"Arab Building, Shop #5,","Gate No. 7, Sewree Cross Road, Sewri (W),",Sewri,Mumbai,400015,24169893,,
National Chemist,"#206, V. Savarkar Marg,","Near Bus Depot, ",Mahim,Mumbai,400016,24451608,,9819815647
National Chemist,"Gopal Bhavan,","L .B. Shastri Road,",Ghatkopar West,Mumbai,400086,25150876,25150810,
National Chemist,"Sanjivani Building, Gokhale Road,","Naupada, Opposite Bank of Baroda,",Mumbra,Mumbai,400612,25406097,55860541,
National Chemist,"#34-A, Guru Govind Singh Marg,","Mulund Colony, ",Mulund Colony,Mumbai,400082,25655988,,9869172475
National Chemist and General Stores,"New #4, Transit Camp,","Block-11, Near Shobana Hospital,",Dharavi,Mumbai,400017,24093623,,
National Chemists,"Shop #8, L.B.S. Market,","L. Napoo Road, Matunga Central Railway,",Matunga,Mumbai,400019,24144581,24162509,
National Chemists,"Laher Brothers Mansion,","Borges Marg,",Near Dayanand College,Mumbai,400012,24136860,,
National Dry Fruit and General Store,"Jai Niketan Building,","16th Road,  ",Khar,Mumbai,400052,26001040,26040273,
National Integrated Medical Association,"Mohan Kunj,","M Jyotiba Phule Marg,",Dadar East,Mumbai,400014,24123407,,
National Medical & General,"Abhilasha,","Shop #12, Chandivali Road,",Saki Naka,Mumbai,400072,28579969,,
National Medical & General Stores,"Railview Building, Shop #3,","R.C. Marg, Chembur,",Chembur,Mumbai,400071,25292129,,9322745991
National Medical and General Store,"Govind Nagar, Gazadar Band Road,","Near Kalina Bus Stop,",Santa Cruz West,Mumbai,400054,26048011,,
National Medical Centre,"Opposite Gurukripa Hotel,",Sion,,Mumbai,400022,24017541,,
National Medical Corporation,"Pareshva Deep,","S Gandhi Marg,",Kalbadevi,Mumbai,400002,22059176,,
National Medicos,"Koyna Building, Shop #14,","Shantivan, Near National Park,",Borivali East,Mumbai,400066,28973069,,9324402917
National Stores Chemists & Druggist,"Jagtap Marg,",Jacob Circle,,Mumbai,400011,23097230,,
Natraj Medical and General Stores,"New #1, Chandra Nivas,","11th Road, Near Madhu Park,",Khar,Mumbai,400052,26495822,,
Naupada Medical and General Stores,"Laxmi Narayan Mandir,","Sane Guruji Path, Near Rangmantapa,",Naupada,Mumbai,400602,25409003,,
Navjeevan Chemist,"#42, New Malinee C.H.S., Shop #14,","Mahakali Caves Road, Andheri (E),",Chakala,Mumbai,400093,28258253,,9867626947
Navjeevan Chemist,"Nirav Building, Nirav Building,","90 Feet Road, Asha Nagar, Near Thakur Polytechnic College,",Kandivali East,Mumbai,400101,32906344,,
Navjeevan Medical and General Stores,"New #5, Behran Baug,","Near Muncipal Hospital,",Jogeshwari West,Mumbai,400102,26780261,26799038,
Navjeevan Medico,"Chandra Kiran,","Swami Vivekanand Road,",Malad West,Mumbai,400064,28010817,,
Navjivan Chemist,"Navjivan Building,","Nepean Sea Road,",A.K. Marg,Mumbai,400036,23642164,,
Navjivan Medical & General Stores,"Shop #H-8,","Dairy Road, Kurla (E),",Nehru Nagar,Mumbai,400024,25291078,,
Navpad Chemists,"New #3, Goghari Mansion,","New #3, Goghari Mansion,",Santa Cruz West,Mumbai,400054,26494008,,
Nayak Chemist Corner,"Navjyoth Bhavan, Shop #2,","Pipeline, Sakinaka,",Andheri East,Mumbai,400069,28526205,,
Nectar Drugs Private Limited,"Bhaveshwar Arcade, Shop #B-605/606,","L.B.S. Marg, Opp. Shreyas Cinema,",Ghatkopar West,Mumbai,400086,25008964,25008967,9322220473
Neel Kamal Medical and General Stores,"New #7, Shiv Ashish Building,","S.V. Road, Near ICICI Bank,",Andheri West,Mumbai,400058,26285146,,
Neelam Chemist,"Sahakar Bazar,","Opposite Railway Station,",Bandra West,Mumbai,400050,30940134,,
Neelam Medical Stores,"#53,","Perin Nariman Street, Fort,",Mumbai G.P.O.,Mumbai,400001,66348028,22696292,
Neelkamal Medical & General Stores,"Poonam Complex,","Shanti Park Road,",Mira Road,Mumbai,401107,28105001,,
Neha Medical,"Shop #4,","Opposite Kalwa Naka,",Kalwa,Mumbai,400605,25371400,,
Neminath Medical & General Stores,"Janta Colony,",Prabhadevi,,Mumbai,400025,24312775,,
Neo Classic,"#12, Shop #1-2, ","Ram Mandir Compound, Narayan Nagar, N.S.S. Road, Opposite Sawantwadi Gate,",Ghatkopar West,Mumbai,400086,25098216,,9820579044
Neon Chemist,"Govind Nagar, Gazadar Band Road,","Opposite Sonal Building,",Santa Cruz West,Mumbai,400054,26054211,,
Nerul Chemist,"New #3, Maharashtravir Kripa Building,","Sector-11, Near D.Y. Patil College,",Nerul,Mumbai,400706,27702109,,
New Aman Medical & Generral Sotres,"Fatwat Manzil,","Sankali Street Road,",Sankali Street Road,Mumbai,400008,23088656,,
New Bhavik Medical & General Store,"Rukmini Vihar, Shop #2,","Veer Savarkar Path, Near Three Petrol Pump,",Kalbadevi,Mumbai,400002,69564505,,
New Bombay Medical & General Shop,"#F-7, Shop #3,","Sector 10, Navi Mumbai,",Vashi,Mumbai,400703,27662841,30995976,9821081646
New Byculla Stores,"#646,","N.M. Joshi Marg, Byculla West,",Jijamata Udyan,Mumbai,400027,23078330,,
New Chemists,"New Chemists,","Old Agra Road,",Thane H.O.,Mumbai,400601,25342867,,
New Citizen Medical & General Store,"Asmita Horizon Chambers,","Naya Nagar, ",Mira,Mumbai,401104,28554000,,
New City Medical and General Store,"New #3, Sector-9,","Near Rishabh Co Operative Housing, ",Vashi,Mumbai,400703,27800024,,
New Dattatraya Arogya Manu,"Gokhale Road North,",Bhavani Shankar Road,,Mumbai,400028,24361852,,
New Empire Chemists,"Empire Building, Shop #3,","Swami Vivekanand Road,",Vile Parle West,Mumbai,400056,26712186,26251238,9820101415
New Empire Chemists-Vikhroli,"Marinn Villa Building,","Station Road, Opposite Railway Station,",Vikhroli,Mumbai,400079,25777225,,
New Era Homoeopathic Pharmacy,"Noor Building, S.B. Marg,","Opposite Western Railway Station,",Bhavani Shankar Road,Mumbai,400028,24305060,24361913,
New Era Medical and General Stores,"New #4, Yojna,","S.V. Road, Near New Era Talkies,",Malad West,Mumbai,400064,28885967,,9819001823
New Gandhi Medicals,"#6K1,","Govandhi,",Shivaji Nagar,Mumbai,400043,25552189,25578607,
New Golden Medical General Store,"#A 82, Mira Apartment,",Mira,,Mumbai,401104,28122350,,
New Grace Medical & General Stores,"Sun Grace Building, Raheja Vihar Residence Complex,","Shop #6, Off. Chandivali Farm Road,",Saki Naka,Mumbai,400072,28571184,,
New India Homeopathic Pharmacy,"#4A, Saideep Shopping Centre,","Opposite Hotel Vaishali,",Chembur,Mumbai,400071,25208006,32012300,
New India Medical & General Store,"Seva Niketan,","Shop #3, Ground Floor, Sir. J.J. Road, Byculla,",Mumbai Central,Mumbai,400008,32915704,,
New India Medical & General Stores,"Sham Kunz,","16th Road, TPS III, Bandra (West),",Bandra West,Mumbai,400050,26002993,55786686,
New Kalgidhar Medical And General Stores,"Dr. C.G. Road, Chembur Colony,","Near Inlaks General Hospital,",R.C.F. Chembur,Mumbai,400074,69515145,,
New Life,"Om Shraddha Apartment,","Shop #8, Link Road, Jayraj Nagar,",Borivali West,Mumbai,400092,28331653,,
New Life Chemist,"#19, Sukh Shanti Building,","Shop #2, Near Jaslok Hospital, Dr. G.D. Marg, Cumbala Hill",Cumbala Hill,Mumbai,400026,23526531,23522147,
New Life Medical,"Educational Trust,","Link Road,",Borivali West,Mumbai,400092,28980335,,
New Lookman Medicals,"New #8, Huma Bakery, Behram Road,","Near Muncipal Hospital,",Jogeshwari West,Mumbai,400102,26789971,,
New Maharashtra Medical & Generral Sotres,"Mehta Manor,","Worli Village Road,",Prabhadevi,Mumbai,400025,24374265,,
New Mahavir Medical & General Stores,"Hilton Tower, Shop #2,","Malpa Dongri, Sher-E-Punjab,",Chakala,Mumbai,400093,28263913,56812914,
New Mahavir Medical And General Stores,"Pratap Nagar Road,","Near Jokim Compound,",Bhandup West,Mumbai,400078,25642813,25944034,
New Malad Medico,Malad East,,,Mumbai,400097,28809632,20627298,
New Mary Medical Stores,"Bilakhadi Chambers, Shop #4,","St. Mary's Road,",Mazgaon,Mumbai,400010,23711616,23718444,9821366175
New Matunga Medical Centre,"#3, Bhimdiwala Building,","L.N. Raod, Matunga Central Railway,",Matunga,Mumbai,400019,24143361,65873783,
New Medical Stores,"Imperial Building, Two Tank Byculla,","Near Masina Hospital,",Near Masina Hospital,Mumbai,400008,23084774,,
New Metro Chemist,"Barkat Ali Dargah Road,","Korba Mitnagar, Wadala (East),",Antop Hill,Mumbai,400037,24129251,24179599,
New National Chemist & General Stores,"Al-Hafiz Manzil, Shop #B/5,","Sankit Street, Byculla, Opp. Byculla Fire Station,",Mumbai Central,Mumbai,400008,23050126,,
New Parekh Medical & General Stores,"Rim-Zim, Vishwas Hospital Building,","VBP Road, Vishnu Nagar, Naupada,",Naupada,Mumbai,400602,25409529,25389257,
New Paweshwar,"New #307, Baba Co Operative Housing Society, ","Sector-21, Near D.Y. Patil College,",Nerul,Mumbai,400706,27719926,,
New Prakash Chemist,"Rajkamal Building,","Sector 3, Near Sanjeevini Hospital,",Airoli,Mumbai,400708,27641889,,
New Prince Medical & General Stores,"Savio Apartments,","Shop #6, Kolbad Naka,",Thane H.O.,Mumbai,400601,55795716,25479190,
New Rajputana General Stores,"Station Road,  ","Near Goregaon Railway Station ,",Goregaon West,Mumbai,400062,28768875,,
New Reliable Medical Store,"Mihir Apartments,","Shop #2, Near Chandan Cinema,",Juhu,Mumbai,400049,26280302,,
New Royal Chemist,"Liberty Cinema Building,","V. Thackersey Marg, Near Liberty Cinema Building,",Marine Lines,Mumbai,400020,22004052,22004053,
New Royal Chemist,"The Swing, Shop #10,","Marve Road, Opposite Nutan High School,",Malad West,Mumbai,400064,28813685,,9821484764
New Royal Chemist,"Hilton Shopping Centre,","Shop #L/7,",Nariman Point,Mumbai,400021,22024723,,
New Royal Chemist & Druggist,"Lahar Bros. Mansion, Shop #8 & 9,","Opposite K.E.M. Hospital,",Parel,Mumbai,400012,24170254,24170836,
New Royal Medical Stores,"R.P. Nagar,","Near Matunga Labour Camp,",Matunga,Mumbai,400019,24076906,,
New Safe Life Chemist and General Stores,"Bileshwar Tower, Pancha Rasta,","Near Johnson & Johnson,",Mulund West,Mumbai,400080,25654019,,
New Sangam Chemist,"Hari Market, 3rd Road,","Near Union Park,",Khar,Mumbai,400052,26043700,,
New Satguru Medical & General Store,"#20/1, Laxmi Colony, R.C. Marg,","Near 'Kishore Nivas,",R.C.F. Chembur,Mumbai,400074,25542795,,9892900077
New Shah Medical Store,"New #A4/5, Kailash Apartment,","Juhu Church Road, Near St. Joseph's Church,",Juhu,Mumbai,400049,26202197,26288008,
New Shalimar Medical And General Stores,"#ME-5003 (6-AC),","Tata Nagar, Station Road, Govandi,",Deonar,Mumbai,400088,25555543,,
New Wadala Chemist,"Pushpa Kunj,","Station Road, Opposite Railway Station,",Wadala,Mumbai,400031,24121784,,
New West Chemist,"M.G. Road,","Near Dena Bank,",Mulund West,Mumbai,400080,25619502,,
Newlife Chemist,"#19, Sukhshanti Building,","G. Deshmukh Marg, Near Jaslok Hospital,",Cumbala Hill,Mumbai,400026,23522147,23526531,
Nidhi Medical & Genral Stores,"Dev Chaya, Shop #120,","Keluskar Road,",Bhavani Shankar Road,Mumbai,400028,24448248,,
Nikhil Medical Stores,"#1/19,","S.J. Marg, Lower Parel (West),",Delisle Road,Mumbai,400013,24925212,,
Nilam Medical & General Stores,"Pritam Apartment,","Dahisar Road,",Dahisar,Mumbai,400068,28961235,,
Nilam Medical Stores,"Samaj Lalyan Society,","Shop #1, Ghatkopar West, ",Near Mahanagak Bank,Mumbai,400086,25144687,25118829,
Nilesh N. Vora,"Bhaveshwar Arcade, Shop #123-B,","LBS Marg, Opposite Shreyas Cinema,",Ghatkopar West,Mumbai,400086,55993525,,9323908827
Nimesh Medicals,"#31/33,","A.M. Road,",Kalbadevi,Mumbai,400002,22428560,22421823,9324605885
Nimisha Medical Centre,"Nimisha Hospital,","Sector 12,",Taloja,Mumbai,410208,27866855,,
Niramaya Medical Store,"Shop #1,","Maitri Park, Sion-Trombay Road,",Chembur,Mumbai,400071,32432085,,
Nirmala Medical Centre,"Rishabh Apartment, Shop #2,","Sarvodhya Nagar, Nahur, Mulund (West), Near Sarvodhaya Temple,",Mulund West,Mumbai,400080,25649223,,
Nisha Medical & General Store,"Zahoor Palace,","Saki Vihar Road,",Saki Naka,Mumbai,400072,28581106,,
Nisha Medicals,"New #3, Ekvira Apartment, ","Old Nagardas Road, Near Post Office,",Andheri East,Mumbai,400069,26836398,,
Nitin Chemist And Druggist,"Kanthavia Mahal, Shop #2,","L.B.S. Road, Opposite Muland,",Kurla West,Mumbai,400070,25042199,,
Nityanand Medical & General Store,"Saurabh,","Shahaji Raje Marg,",Vile Parle East,Mumbai,400057,26827322,,
Nityanand Medical & General Store,"#677, Shop #2,","Katrak Road, Wadala (West),",Wadala,Mumbai,400031,24164041,24168674,
